node_id,subdistrict_id,total_population,vulnerable_population,non_vulnerable_population
N-99.8839080-20.3726616,TH570904,5.59,0.0,5.59
N-99.8855083-20.3726060,TH570904,5.222,0.0,5.222
N-99.8856908-20.3726043,TH570904,4.03,0.0,4.03
N-99.8867525-20.3724152,TH570904,4.266,0.0,4.266
N-99.8872241-20.3725412,TH570904,4.427,0.0,4.427
N-99.8883176-20.3730388,TH570904,4.025,0.0,4.025
N-99.8903896-20.3727371,TH570904,2.275,0.0,2.275
N-99.8904352-20.3727559,TH570904,2.195,0.0,2.195
N-99.8917210-20.3726394,TH570904,2.095,0.0,2.095
N-99.8921301-20.3725509,TH570904,3.436,0.0,3.436
N-99.8944268-20.3729566,TH570904,1.225,0.0,1.225
N-99.8951306-20.3729164,TH570904,2.364,0.0,2.364
N-99.8972410-20.3716996,TH570904,3.319,0.0,3.319
N-99.8986333-20.3731749,TH570904,2.894,0.0,2.894
N-99.9025764-20.3723663,TH570904,1.699,0.0,1.699
N-99.9042108-20.3721198,TH570904,1.614,0.0,1.614
N-99.9048921-20.3720028,TH570904,0.805,0.0,0.805
N-99.9054980-20.3717964,TH570904,0.781,0.0,0.781
N-99.9057404-20.3716662,TH570904,1.512,0.0,1.512
N-99.9102738-20.3725613,TH570904,1.886,0.0,1.886
N-99.9116324-20.3724543,TH570904,0.592,0.0,0.592
N-99.9116775-20.3726209,TH570904,0.606,0.0,0.606
N-99.9128948-20.3711970,TH570904,2.426,0.0,2.426
N-99.9145553-20.3708020,TH570904,1.401,0.0,1.401
N-99.9147931-20.3705597,TH570904,2.659,0.0,2.659
N-99.9235618-20.3724265,TH570904,5.352,0.0,5.352
N-99.8731614-20.3715875,TH570904,1.275,0.0,1.275
N-99.8738892-20.3713010,TH570904,1.372,0.0,1.372
N-99.8748207-20.3710519,TH570904,1.398,0.0,1.398
N-99.8755731-20.3711706,TH570904,5.663,1.445,4.218
N-99.8784674-20.3695350,TH570904,20.401,0.0,20.401
N-99.8811737-20.3712363,TH570904,17.397,0.0,17.397
N-99.8820451-20.3714259,TH570904,4.973,0.0,4.973
N-99.8826509-20.3714662,TH570904,5.184,0.0,5.184
N-99.8836170-20.3716634,TH570904,5.545,0.0,5.545
N-99.8844461-20.3716143,TH570904,5.573,0.0,5.573
N-99.8854957-20.3718670,TH570904,5.199,0.0,5.199
N-99.8856504-20.3718029,TH570904,4.069,0.0,4.069
N-99.8866168-20.3712994,TH570904,7.798,0.0,7.798
N-99.8872914-20.3717221,TH570904,3.795,0.0,3.795
N-99.8883878-20.3716046,TH570904,3.4,0.0,3.4
N-99.8893663-20.3717879,TH570904,2.838,0.0,2.838
N-99.8898960-20.3713386,TH570904,4.452,0.0,4.452
N-99.8917825-20.3708161,TH570904,5.342,0.0,5.342
N-99.8939798-20.3714553,TH570904,2.882,0.0,2.882
N-99.8949463-20.3718067,TH570904,1.17,0.0,1.17
N-99.8958894-20.3710929,TH570904,2.265,0.0,2.265
N-99.8975058-20.3711970,TH570904,3.04,0.0,3.04
N-99.8999733-20.3703034,TH570904,4.752,0.0,4.752
N-99.9020603-20.3726311,TH570904,0.941,0.0,0.941
N-99.9021725-20.3725413,TH570904,0.926,0.0,0.926
N-99.9051390-20.3719400,TH570904,0.78,0.0,0.78
N-99.9059378-20.3714194,TH570904,0.71,0.0,0.71
N-99.9059647-20.3713117,TH570904,0.709,0.0,0.709
N-99.9103277-20.3720542,TH570904,1.94,0.0,1.94
N-99.9104399-20.3719061,TH570904,1.243,0.0,1.243
N-99.9107406-20.3717445,TH570904,2.959,0.0,2.959
N-99.9117144-20.3714573,TH570904,3.448,0.0,3.448
N-99.9122934-20.3713047,TH570904,2.912,0.0,2.912
N-99.9140706-20.3710668,TH570904,0.645,0.0,0.645
N-99.9143309-20.3709636,TH570904,1.299,0.0,1.299
N-99.9150085-20.3702949,TH570904,2.094,0.0,2.094
N-99.9151163-20.3700974,TH570904,3.547,0.0,3.547
N-99.8698278-20.3666684,TH570904,23.45,22.336,1.114
N-99.8733160-20.3706639,TH570904,1.034,1.034,0.0
N-99.8733361-20.3707896,TH570904,1.452,0.0,1.452
N-99.8743113-20.3711645,TH570904,1.7,0.0,1.7
N-99.8751154-20.3709667,TH570904,1.692,0.0,1.692
N-99.8754980-20.3708965,TH570904,1.672,0.0,1.672
N-99.8755503-20.3710159,TH570904,1.7,0.0,1.7
N-99.8824714-20.3708604,TH570904,5.184,0.0,5.184
N-99.8830001-20.3702478,TH570904,4.76,0.0,4.76
N-99.8842567-20.3712108,TH570904,5.368,0.0,5.368
N-99.8855097-20.3703156,TH570904,5.006,0.0,5.006
N-99.8860645-20.3709501,TH570904,4.035,0.0,4.035
N-99.8871294-20.3713001,TH570904,3.444,0.0,3.444
N-99.8884215-20.3707089,TH570904,3.258,0.0,3.258
N-99.8891947-20.3708097,TH570904,2.71,0.0,2.71
N-99.8896759-20.3708289,TH570904,2.291,0.0,2.291
N-99.8912779-20.3701676,TH570904,2.112,0.0,2.112
N-99.8936375-20.3704590,TH570904,1.69,0.0,1.69
N-99.8938685-20.3709666,TH570904,1.169,0.0,1.169
N-99.8947743-20.3707893,TH570904,1.154,0.0,1.154
N-99.8957488-20.3705986,TH570904,1.148,0.0,1.148
N-99.9001360-20.3703034,TH570904,1.83,0.0,1.83
N-99.9023749-20.3697732,TH570904,4.178,0.0,4.178
N-99.9045600-20.3720656,TH570904,0.772,0.0,0.772
N-99.9059109-20.3705083,TH570904,2.779,0.0,2.779
N-99.9059692-20.3711770,TH570904,1.387,0.0,1.387
N-99.9105700-20.3718118,TH570904,1.811,0.0,1.811
N-99.9137115-20.3711207,TH570904,1.176,0.0,1.176
N-99.9151836-20.3699224,TH570904,2.133,0.0,2.133
N-99.9228175-20.3687604,TH570904,13.507,0.0,13.507
N-99.9241460-20.3698989,TH570904,2.231,0.0,2.231
N-99.8658062-20.3631547,TH570904,8.123,8.123,0.0
N-99.8713835-20.3701183,TH570904,1.838,0.883,0.955
N-99.8715337-20.3698700,TH570904,2.052,1.018,1.034
N-99.8725221-20.3695022,TH570904,2.77,0.0,2.77
N-99.8733026-20.3705005,TH570904,1.708,0.0,1.708
N-99.8746517-20.3697926,TH570904,1.763,0.0,1.763
N-99.8747590-20.3699837,TH570904,1.751,0.0,1.751
N-99.8752458-20.3705797,TH570904,1.727,0.0,1.727
N-99.8767558-20.3686427,TH570904,4.241,2.487,1.754
N-99.8793428-20.3693164,TH570904,8.102,3.745,4.358
N-99.8809703-20.3694198,TH570904,8.746,0.0,8.746
N-99.8812152-20.3694214,TH570904,10.461,0.0,10.461
N-99.8825770-20.3699391,TH570904,5.339,0.0,5.339
N-99.8837203-20.3699548,TH570904,5.345,0.0,5.345
N-99.8843265-20.3697713,TH570904,4.996,0.0,4.996
N-99.8852726-20.3695661,TH570904,4.528,0.0,4.528
N-99.8859291-20.3702390,TH570904,3.896,0.0,3.896
N-99.8865336-20.3695873,TH570904,3.797,0.0,3.797
N-99.8879907-20.3704611,TH570904,3.571,0.0,3.571
N-99.8884812-20.3698301,TH570904,3.138,0.0,3.138
N-99.8890580-20.3702220,TH570904,2.701,0.0,2.701
N-99.8898151-20.3700407,TH570904,2.202,0.0,2.202
N-99.8912727-20.3699426,TH570904,2.157,0.0,2.157
N-99.8913301-20.3701040,TH570904,1.762,0.0,1.762
N-99.8935928-20.3699604,TH570904,4.621,0.0,4.621
N-99.8946827-20.3702472,TH570904,1.143,0.0,1.143
N-99.8956426-20.3700637,TH570904,1.143,0.0,1.143
N-99.8975019-20.3697224,TH570904,2.182,0.0,2.182
N-99.8981362-20.3698111,TH570904,0.954,0.0,0.954
N-99.8986098-20.3696134,TH570904,0.948,0.0,0.948
N-99.9024756-20.3696352,TH570904,1.568,0.0,1.568
N-99.9056416-20.3694761,TH570904,2.067,0.0,2.067
N-99.9058166-20.3700640,TH570904,2.777,0.0,2.777
N-99.9153227-20.3694287,TH570904,3.21,0.0,3.21
N-99.8714498-20.3699850,TH570904,0.977,0.977,0.0
N-99.8718528-20.3696807,TH570904,3.743,1.124,2.619
N-99.8729552-20.3694092,TH570904,2.366,0.0,2.366
N-99.8743902-20.3692156,TH570904,2.367,0.0,2.367
N-99.8748516-20.3691653,TH570904,2.424,0.0,2.424
N-99.8753947-20.3689541,TH570904,2.447,0.0,2.447
N-99.8769143-20.3685572,TH570904,6.841,0.0,6.841
N-99.8802175-20.3691901,TH570904,4.595,0.0,4.595
N-99.8822475-20.3691138,TH570904,5.015,0.0,5.015
N-99.8832523-20.3692133,TH570904,5.045,0.0,5.045
N-99.8844055-20.3690117,TH570904,5.206,0.0,5.206
N-99.8850850-20.3691215,TH570904,5.012,0.0,5.012
N-99.8857610-20.3687780,TH570904,4.163,0.0,4.163
N-99.8864964-20.3691024,TH570904,3.978,0.0,3.978
N-99.8883716-20.3693703,TH570904,7.031,0.0,7.031
N-99.8894190-20.3691296,TH570904,2.732,0.0,2.732
N-99.8896448-20.3691061,TH570904,2.294,0.0,2.294
N-99.8910491-20.3692010,TH570904,2.226,0.0,2.226
N-99.8916549-20.3690678,TH570904,1.955,0.0,1.955
N-99.8926168-20.3688541,TH570904,1.824,0.0,1.824
N-99.8933446-20.3689822,TH570904,1.789,0.0,1.789
N-99.8940473-20.3687868,TH570904,1.186,0.0,1.186
N-99.8955574-20.3692939,TH570904,2.315,0.0,2.315
N-99.8971378-20.3689961,TH570904,1.147,0.0,1.147
N-99.8974477-20.3690542,TH570904,1.095,0.0,1.095
N-99.8983386-20.3686693,TH570904,1.876,0.0,1.876
N-99.8997273-20.3693182,TH570904,3.565,0.0,3.565
N-99.9022469-20.3686527,TH570904,3.354,0.0,3.354
N-99.9028165-20.3685022,TH570904,4.48,0.0,4.48
N-99.9055878-20.3691799,TH570904,2.212,0.0,2.212
N-99.9153900-20.3690922,TH570904,3.228,0.0,3.228
N-99.9167095-20.3666687,TH570904,5.295,0.0,5.295
N-99.8732602-20.3675381,TH570904,1.794,0.0,1.794
N-99.8737444-20.3680290,TH570904,5.06,0.0,5.06
N-99.8740907-20.3683774,TH570904,2.749,0.0,2.749
N-99.8749438-20.3687575,TH570904,2.837,2.837,0.0
N-99.8762490-20.3686115,TH570904,3.147,3.147,0.0
N-99.8764877-20.3684549,TH570904,2.776,2.776,0.0
N-99.8780930-20.3676998,TH570904,4.194,0.0,4.194
N-99.8792893-20.3679986,TH570904,4.416,0.0,4.416
N-99.8796755-20.3685543,TH570904,4.699,0.0,4.699
N-99.8808785-20.3679357,TH570904,9.135,0.0,9.135
N-99.8817261-20.3681104,TH570904,5.534,0.0,5.534
N-99.8821907-20.3685819,TH570904,5.556,0.0,5.556
N-99.8835500-20.3686737,TH570904,5.388,0.0,5.388
N-99.8841903-20.3681104,TH570904,5.376,0.0,5.376
N-99.8850368-20.3684689,TH570904,5.318,0.0,5.318
N-99.8857692-20.3681244,TH570904,4.57,0.0,4.57
N-99.8865926-20.3685196,TH570904,4.215,0.0,4.215
N-99.8878506-20.3679132,TH570904,4.429,0.0,4.429
N-99.8883173-20.3678729,TH570904,3.958,0.0,3.958
N-99.8895769-20.3688078,TH570904,3.567,0.0,3.567
N-99.8901884-20.3685920,TH570904,3.137,0.0,3.137
N-99.8908135-20.3688078,TH570904,3.032,0.0,3.032
N-99.8913485-20.3683286,TH570904,2.869,0.0,2.869
N-99.8927050-20.3683814,TH570904,1.886,0.0,1.886
N-99.8932641-20.3683455,TH570904,1.822,0.0,1.822
N-99.8939440-20.3682658,TH570904,1.299,0.0,1.299
N-99.8951044-20.3681299,TH570904,1.187,0.0,1.187
N-99.8958173-20.3685448,TH570904,1.172,0.0,1.172
N-99.8964319-20.3684641,TH570904,1.163,0.0,1.163
N-99.8976181-20.3690106,TH570904,1.108,0.0,1.108
N-99.8986281-20.3687296,TH570904,0.895,0.0,0.895
N-99.9056282-20.3685426,TH570904,0.687,0.0,0.687
N-99.9057134-20.3681208,TH570904,3.779,0.0,3.779
N-99.9154753-20.3682125,TH570904,3.464,0.0,3.464
N-99.9158253-20.3674182,TH570904,5.656,0.0,5.656
N-99.9229382-20.3684763,TH570904,2.462,0.0,2.462
N-99.9232574-20.3683154,TH570904,1.05,0.0,1.05
N-99.8620217-20.3613526,TH570904,10.585,10.585,0.0
N-99.8627245-20.3616040,TH570904,2.891,2.891,0.0
N-99.8705345-20.3664458,TH570904,1.134,1.134,0.0
N-99.8724255-20.3671713,TH570904,4.352,2.199,2.154
N-99.8732984-20.3675059,TH570904,2.409,0.0,2.409
N-99.8758776-20.3673193,TH570904,6.222,3.332,2.889
N-99.8766600-20.3678389,TH570904,3.094,0.0,3.094
N-99.8777470-20.3674850,TH570904,4.405,0.0,4.405
N-99.8780906-20.3675692,TH570904,4.639,0.0,4.639
N-99.8789843-20.3674765,TH570904,4.394,0.0,4.394
N-99.8802140-20.3673239,TH570904,4.338,0.0,4.338
N-99.8814230-20.3677094,TH570904,5.57,0.0,5.57
N-99.8823054-20.3673553,TH570904,5.525,0.0,5.525
N-99.8832884-20.3676365,TH570904,5.135,0.0,5.135
N-99.8838544-20.3673662,TH570904,5.102,0.0,5.102
N-99.8847819-20.3675593,TH570904,4.911,0.0,4.911
N-99.8853913-20.3671864,TH570904,4.092,0.0,4.092
N-99.8866821-20.3675441,TH570904,4.471,0.0,4.471
N-99.8878131-20.3672141,TH570904,4.893,0.0,4.893
N-99.8885212-20.3678227,TH570904,4.567,0.0,4.567
N-99.8892458-20.3676029,TH570904,3.888,0.0,3.888
N-99.8899163-20.3674673,TH570904,3.13,0.0,3.13
N-99.8908697-20.3675950,TH570904,3.266,0.0,3.266
N-99.8915892-20.3676132,TH570904,3.032,0.0,3.032
N-99.8929424-20.3668633,TH570904,2.455,0.0,2.455
N-99.8932244-20.3680313,TH570904,1.796,0.0,1.796
N-99.8942895-20.3669724,TH570904,1.304,0.0,1.304
N-99.8947233-20.3673348,TH570904,1.246,0.0,1.246
N-99.8959684-20.3669351,TH570904,2.42,0.0,2.42
N-99.8963528-20.3668647,TH570904,1.184,0.0,1.184
N-99.8969801-20.3667611,TH570904,2.35,0.0,2.35
N-99.8987959-20.3673135,TH570904,0.918,0.0,0.918
N-99.8993026-20.3672467,TH570904,3.554,0.0,3.554
N-99.9058705-20.3672277,TH570904,3.149,0.0,3.149
N-99.9059288-20.3669135,TH570904,4.495,0.0,4.495
N-99.9155112-20.3679881,TH570904,1.723,0.0,1.723
N-99.9155561-20.3677996,TH570904,2.358,0.0,2.358
N-99.9177327-20.3657083,TH570904,11.081,0.0,11.081
N-99.9229865-20.3684185,TH570904,1.689,0.0,1.689
N-99.9237777-20.3675937,TH570904,1.039,0.0,1.039
N-99.8629444-20.3616543,TH570904,3.015,3.015,0.0
N-99.8665492-20.3632275,TH570904,0.722,0.722,0.0
N-99.8708363-20.3663226,TH570904,1.839,0.0,1.839
N-99.8719668-20.3667237,TH570904,2.222,0.0,2.222
N-99.8723732-20.3667690,TH570904,2.282,0.0,2.282
N-99.8734059-20.3666104,TH570904,2.593,0.0,2.593
N-99.8738547-20.3665789,TH570904,2.586,0.0,2.586
N-99.8751266-20.3664543,TH570904,2.658,0.0,2.658
N-99.8758698-20.3665430,TH570904,3.179,3.179,0.0
N-99.8761615-20.3663007,TH570904,3.085,0.0,3.085
N-99.8777550-20.3666960,TH570904,4.583,0.0,4.583
N-99.8783679-20.3667237,TH570904,4.555,0.0,4.555
N-99.8790392-20.3665276,TH570904,4.321,0.0,4.321
N-99.8800255-20.3667256,TH570904,3.669,0.0,3.669
N-99.8807806-20.3668658,TH570904,3.919,0.0,3.919
N-99.8818843-20.3669186,TH570904,5.149,0.0,5.149
N-99.8821257-20.3668959,TH570904,5.128,0.0,5.128
N-99.8834856-20.3666420,TH570904,5.302,0.0,5.302
N-99.8844881-20.3664735,TH570904,5.083,0.0,5.083
N-99.8847970-20.3667270,TH570904,4.089,0.0,4.089
N-99.8860214-20.3666157,TH570904,8.27,0.0,8.27
N-99.8862323-20.3667629,TH570904,4.875,0.0,4.875
N-99.8875824-20.3666559,TH570904,4.87,0.0,4.87
N-99.8883236-20.3667181,TH570904,4.399,0.0,4.399
N-99.8892025-20.3665604,TH570904,3.78,0.0,3.78
N-99.8900060-20.3666973,TH570904,3.174,0.0,3.174
N-99.8906618-20.3665834,TH570904,3.113,0.0,3.113
N-99.8910286-20.3665678,TH570904,3.061,0.0,3.061
N-99.8929372-20.3667404,TH570904,2.722,0.0,2.722
N-99.8932071-20.3668440,TH570904,2.269,0.0,2.269
N-99.8940244-20.3669351,TH570904,1.352,0.0,1.352
N-99.8946032-20.3669682,TH570904,1.311,0.0,1.311
N-99.8973910-20.3666162,TH570904,1.182,0.0,1.182
N-99.8980449-20.3664174,TH570904,0.957,0.0,0.957
N-99.8991102-20.3672122,TH570904,0.917,0.0,0.917
N-99.9001201-20.3657410,TH570904,1.781,0.0,1.781
N-99.9014511-20.3654753,TH570904,2.668,0.0,2.668
N-99.9018209-20.3653713,TH570904,2.5,0.0,2.5
N-99.9030286-20.3651633,TH570904,4.05,0.0,4.05
N-99.9060949-20.3659487,TH570904,3.841,0.0,3.841
N-99.9081414-20.3633405,TH570904,8.949,0.0,8.949
N-99.9156279-20.3676426,TH570904,1.244,0.0,1.244
N-99.9156862-20.3675573,TH570904,1.236,0.0,1.236
N-99.9173333-20.3660045,TH570904,2.647,0.0,2.647
N-99.9206274-20.3640209,TH570904,8.979,0.0,8.979
N-99.9238139-20.3674831,TH570904,0.738,0.0,0.738
N-99.9239507-20.3672970,TH570904,0.888,0.0,0.888
N-99.9243852-20.3669299,TH570904,1.807,0.0,1.807
N-99.9249606-20.3665892,TH570904,1.053,0.0,1.053
N-99.8455417-20.3762887,TH570904,0.339,0.339,0.0
N-99.8619198-20.3611514,TH570904,9.89,9.89,0.0
N-99.8659948-20.3631632,TH570904,1.461,1.461,0.0
N-99.8666796-20.3632339,TH570904,3.025,3.025,0.0
N-99.8698170-20.3659291,TH570904,3.894,3.894,0.0
N-99.8708658-20.3657908,TH570904,1.773,0.0,1.773
N-99.8717454-20.3659147,TH570904,2.109,0.0,2.109
N-99.8723737-20.3656455,TH570904,2.287,0.0,2.287
N-99.8736352-20.3653646,TH570904,5.466,2.719,2.746
N-99.8741823-20.3658210,TH570904,2.608,0.0,2.608
N-99.8749642-20.3658260,TH570904,2.546,0.0,2.546
N-99.8755811-20.3658386,TH570904,2.726,2.726,0.0
N-99.8764622-20.3656500,TH570904,2.779,0.0,2.779
N-99.8775693-20.3658863,TH570904,4.331,0.0,4.331
N-99.8785771-20.3658863,TH570904,4.253,0.0,4.253
N-99.8791391-20.3657229,TH570904,3.86,0.0,3.86
N-99.8800483-20.3658549,TH570904,3.721,0.0,3.721
N-99.8809040-20.3652200,TH570904,12.142,0.0,12.142
N-99.8828085-20.3653077,TH570904,5.098,0.0,5.098
N-99.8833959-20.3658878,TH570904,5.434,0.0,5.434
N-99.8835530-20.3656006,TH570904,5.073,0.0,5.073
N-99.8847774-20.3655899,TH570904,4.753,0.0,4.753
N-99.8874566-20.3654991,TH570904,12.88,0.0,12.88
N-99.8883416-20.3661975,TH570904,3.981,0.0,3.981
N-99.8895199-20.3664436,TH570904,3.719,0.0,3.719
N-99.8902130-20.3661885,TH570904,3.352,0.0,3.352
N-99.8908279-20.3659619,TH570904,3.452,0.0,3.452
N-99.8917935-20.3658563,TH570904,3.005,0.0,3.005
N-99.8926035-20.3657758,TH570904,3.068,0.0,3.068
N-99.8932418-20.3654373,TH570904,2.964,0.0,2.964
N-99.8948067-20.3654824,TH570904,2.988,0.0,2.988
N-99.8954762-20.3653260,TH570904,1.36,0.0,1.36
N-99.8959709-20.3652104,TH570904,2.588,0.0,2.588
N-99.8976987-20.3657470,TH570904,1.185,0.0,1.185
N-99.8983313-20.3660067,TH570904,0.978,0.0,0.978
N-99.8992043-20.3657642,TH570904,0.957,0.0,0.957
N-99.8999697-20.3657801,TH570904,0.921,0.0,0.921
N-99.9039653-20.3649785,TH570904,2.463,0.0,2.463
N-99.9061084-20.3656390,TH570904,1.214,0.0,1.214
N-99.9108880-20.3622641,TH570904,9.917,0.0,9.917
N-99.9175083-20.3658609,TH570904,2.034,0.0,2.034
N-99.9220994-20.3639401,TH570904,1.379,0.0,1.379
N-99.9223866-20.3639490,TH570904,1.411,0.0,1.411
N-99.9248184-20.3666206,TH570904,0.988,0.0,0.988
N-99.9254395-20.3659062,TH570904,4.957,0.0,4.957
N-99.8527327-20.3544827,TH570904,17.798,17.383,0.415
N-99.8528872-20.3545088,TH570904,6.13,6.13,0.0
N-99.8674812-20.3631525,TH570904,2.396,2.396,0.0
N-99.8700303-20.3648013,TH570904,3.302,1.892,1.41
N-99.8703119-20.3653558,TH570904,1.766,0.0,1.766
N-99.8719896-20.3647787,TH570904,2.117,2.117,0.0
N-99.8721975-20.3653545,TH570904,2.385,2.385,0.0
N-99.8742496-20.3651787,TH570904,3.136,0.0,3.136
N-99.8750916-20.3650012,TH570904,3.154,0.0,3.154
N-99.8759620-20.3648641,TH570904,2.864,0.0,2.864
N-99.8767217-20.3650339,TH570904,2.751,0.0,2.751
N-99.8775168-20.3649723,TH570904,3.727,0.0,3.727
N-99.8783639-20.3649962,TH570904,3.55,0.0,3.55
N-99.8793270-20.3650814,TH570904,3.598,0.0,3.598
N-99.8800082-20.3651367,TH570904,3.557,0.0,3.557
N-99.8807269-20.3650063,TH570904,3.38,0.0,3.38
N-99.8826529-20.3650914,TH570904,4.82,0.0,4.82
N-99.8831357-20.3654938,TH570904,5.431,0.0,5.431
N-99.8848877-20.3647148,TH570904,10.058,0.0,10.058
N-99.8850628-20.3647198,TH570904,9.816,0.0,9.816
N-99.8856465-20.3646338,TH570904,9.052,0.0,9.052
N-99.8872666-20.3643421,TH570904,9.101,0.0,9.101
N-99.8882016-20.3647242,TH570904,3.917,0.0,3.917
N-99.8888377-20.3646745,TH570904,3.773,0.0,3.773
N-99.8907201-20.3650261,TH570904,7.258,0.0,7.258
N-99.8912587-20.3650576,TH570904,3.46,0.0,3.46
N-99.8924748-20.3649460,TH570904,3.277,0.0,3.277
N-99.8932971-20.3650339,TH570904,3.007,0.0,3.007
N-99.8934626-20.3651455,TH570904,2.166,0.0,2.166
N-99.8949128-20.3648521,TH570904,1.731,0.0,1.731
N-99.8959426-20.3648720,TH570904,1.69,0.0,1.69
N-99.8975505-20.3653297,TH570904,1.222,0.0,1.222
N-99.8987026-20.3647765,TH570904,0.997,0.0,0.997
N-99.8990585-20.3651282,TH570904,0.968,0.0,0.968
N-99.8999049-20.3656925,TH570904,0.939,0.0,0.939
N-99.9042549-20.3649091,TH570904,1.598,0.0,1.598
N-99.9047478-20.3648109,TH570904,1.575,0.0,1.575
N-99.9059064-20.3647863,TH570904,0.73,0.0,0.73
N-99.9060410-20.3652530,TH570904,1.32,0.0,1.32
N-99.9228758-20.3638413,TH570904,1.449,0.0,1.449
N-99.9247528-20.3637135,TH570904,2.9,0.0,2.9
N-99.9293970-20.3667727,TH570904,1.036,0.0,1.036
N-99.9319585-20.3669389,TH570904,0.781,0.0,0.781
N-99.8683883-20.3631703,TH570904,1.676,1.676,0.0
N-99.8694674-20.3636480,TH570904,0.961,0.961,0.0
N-99.8699714-20.3641132,TH570904,1.285,1.285,0.0
N-99.8713137-20.3638307,TH570904,2.703,0.0,2.703
N-99.8717429-20.3643412,TH570904,4.103,2.132,1.97
N-99.8738323-20.3650710,TH570904,2.918,2.918,0.0
N-99.8743507-20.3636867,TH570904,3.258,0.0,3.258
N-99.8749946-20.3641241,TH570904,3.273,0.0,3.273
N-99.8757957-20.3641368,TH570904,3.15,0.0,3.15
N-99.8767821-20.3642274,TH570904,2.716,0.0,2.716
N-99.8775193-20.3643018,TH570904,3.519,0.0,3.519
N-99.8782219-20.3643019,TH570904,3.311,0.0,3.311
N-99.8792250-20.3638844,TH570904,3.299,0.0,3.299
N-99.8797293-20.3641812,TH570904,3.228,0.0,3.228
N-99.8809095-20.3641108,TH570904,3.259,0.0,3.259
N-99.8812099-20.3638543,TH570904,3.39,0.0,3.39
N-99.8824705-20.3644025,TH570904,9.138,0.0,9.138
N-99.8876528-20.3642315,TH570904,4.24,0.0,4.24
N-99.8882304-20.3643512,TH570904,4.281,0.0,4.281
N-99.8892429-20.3638621,TH570904,4.077,0.0,4.077
N-99.8898625-20.3637741,TH570904,4.333,0.0,4.333
N-99.8908067-20.3643852,TH570904,3.745,0.0,3.745
N-99.8917774-20.3641212,TH570904,3.461,0.0,3.461
N-99.8925622-20.3643927,TH570904,3.286,0.0,3.286
N-99.8932426-20.3636379,TH570904,3.091,0.0,3.091
N-99.8942158-20.3642694,TH570904,2.247,0.0,2.247
N-99.8948902-20.3641788,TH570904,1.731,0.0,1.731
N-99.8958860-20.3642682,TH570904,3.402,0.0,3.402
N-99.8974359-20.3634256,TH570904,3.287,0.0,3.287
N-99.8986374-20.3640784,TH570904,1.16,0.0,1.16
N-99.8987044-20.3642921,TH570904,1.099,0.0,1.099
N-99.8988399-20.3646869,TH570904,1.067,0.0,1.067
N-99.9011320-20.3632579,TH570904,5.252,0.0,5.252
N-99.9054072-20.3645741,TH570904,1.624,0.0,1.624
N-99.9059468-20.3644048,TH570904,0.793,0.0,0.793
N-99.9063417-20.3640727,TH570904,2.27,0.0,2.27
N-99.9116913-20.3619140,TH570904,4.796,0.0,4.796
N-99.9125260-20.3615775,TH570904,6.247,0.0,6.247
N-99.9214890-20.3638054,TH570904,2.242,0.0,2.242
N-99.9225213-20.3639311,TH570904,1.397,0.0,1.397
N-99.9233380-20.3636887,TH570904,1.371,0.0,1.371
N-99.9260442-20.3628001,TH570904,2.107,0.0,2.107
N-99.9274130-20.3626745,TH570904,2.189,0.0,2.189
N-99.9277227-20.3626027,TH570904,1.436,0.0,1.436
N-99.9297737-20.3626431,TH570904,1.476,0.0,1.476
N-99.9299711-20.3626520,TH570904,2.164,0.0,2.164
N-99.9301282-20.3626296,TH570904,0.76,0.0,0.76
N-99.9303481-20.3625354,TH570904,3.554,0.0,3.554
N-99.9346702-20.3644788,TH570904,1.44,0.0,1.44
N-99.8692172-20.3633217,TH570904,0.926,0.926,0.0
N-99.8702931-20.3629783,TH570904,1.262,0.0,1.262
N-99.8706606-20.3632611,TH570904,1.332,1.332,0.0
N-99.8715229-20.3640205,TH570904,1.447,1.447,0.0
N-99.8743580-20.3633963,TH570904,5.595,5.595,0.0
N-99.8750720-20.3633676,TH570904,2.937,0.0,2.937
N-99.8760852-20.3636708,TH570904,2.692,0.0,2.692
N-99.8766929-20.3633114,TH570904,2.694,0.0,2.694
N-99.8772206-20.3632444,TH570904,3.365,0.0,3.365
N-99.8782702-20.3634922,TH570904,3.275,0.0,3.275
N-99.8794235-20.3636632,TH570904,3.248,0.0,3.248
N-99.8800887-20.3635374,TH570904,2.524,0.0,2.524
N-99.8808397-20.3629691,TH570904,2.649,0.0,2.649
N-99.8814781-20.3634167,TH570904,2.911,0.0,2.911
N-99.8823547-20.3637830,TH570904,8.331,0.0,8.331
N-99.8850768-20.3634319,TH570904,21.432,4.418,17.014
N-99.8852578-20.3634467,TH570904,12.032,0.0,12.032
N-99.8877999-20.3631354,TH570904,24.441,0.0,24.441
N-99.8885330-20.3637095,TH570904,4.724,0.0,4.724
N-99.8889519-20.3634599,TH570904,4.734,0.0,4.734
N-99.8902137-20.3631490,TH570904,3.936,0.0,3.936
N-99.8908682-20.3630560,TH570904,3.543,0.0,3.543
N-99.8920832-20.3633116,TH570904,3.305,0.0,3.305
N-99.8924898-20.3632385,TH570904,3.455,0.0,3.455
N-99.8936602-20.3633825,TH570904,3.276,0.0,3.276
N-99.8941340-20.3630587,TH570904,2.34,0.0,2.34
N-99.8949342-20.3634990,TH570904,1.864,0.0,1.864
